UNITID,OPEID,OPEID6,INSTNM,CITY,STABBR,ZIP,ACCREDAGENCY,INSTURL,NPCURL,NUMBRANCH,CONTROL,LATITUDE,LONGITUDE,ADM_RATE,ADM_RATE_ALL,SATVR25,SATVR75,SATMT25,SATMT75,SATWR25,SATWR75,SATVRMID,SATMTMID,SATWRMID,ACTCM25,ACTCM75,ACTEN25,ACTEN75,ACTMT25,ACTMT75,ACTWR25,ACTWR75,ACTCMMID,ACTENMID,ACTMTMID,ACTWRMID,SAT_AVG_ALL,UGDS,PPTUG_EF,CURROPER,TUITIONFEE_IN,TUITIONFEE_OUT,TUITIONFEE_PROG,PFTFAC,MN_EARN_WNE_P6,MD_EARN_WNE_P6,MN_EARN_WNE_P7,MN_EARN_WNE_P8,MD_EARN_WNE_P8,MN_EARN_WNE_P9,MN_EARN_WNE_P10,MD_EARN_WNE_P10
117715,704700,7047,Los Angeles Southwest College,Los Angeles,CA,90047-4899,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.lasc.edu/,misweb.cccco.edu/npc/745/npcalc.htm,1,1,33.929586,-118.304674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4135,0.8346,1,1238,8570,\N,0.3397,23300,25325,26600,28200,27523,30700,30000,29496
117724,122700,1227,Los Angeles Trade Technical College,Los Angeles,CA,90015-4181,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.lattc.edu/,www.lattc.edu/services/financial-aid/determining-financial-need,1,1,34.031907,-118.269447,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,9150,0.7797,1,1238,8570,\N,0.3936,25800,28857,27900,30000,31094,30900,34200,32230
117733,122800,1228,Los Angeles Valley College,Valley Glen,CA,91401-4096,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.lavc.edu/,https://misweb.cccco.edu/npc/747/npcalc.htm,1,1,34.175165,-118.421734,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,13439,0.7657,1,1238,8570,\N,0.3171,30600,30309,31200,33800,34795,35900,37900,38653
117751,122000,1220,The Master's University and Seminary,Santa Clarita,CA,91321-1200,Western Association of Schools and Colleges Senior Colleges and University Commission,www.masters.edu/,https://www.masters.edu/financial-aid/total-cost-calculator,1,2,34.381755,-118.518193,0.5988,0.5988,\N,\N,\N,\N,480,600,\N,\N,540,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1448,0.3646,1,28740,28740,\N,0.3297,38600,42489,39000,41300,46743,43900,52100,49159
117788,122300,1223,Los Angeles City College,Los Angeles,CA,90029,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.lacitycollege.edu/,www.lacitycollege.edu/services/finaid/tuition-fees.html,1,1,34.087301,-118.292169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12383,0.7305,1,1238,8570,\N,0.3458,25600,28103,28000,29900,31457,30700,33100,32715
117803,616500,6165,Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,90033-1084,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,dhs.lacounty.gov/wps/portal/dhs/conah/,\N,1,1,34.062647,-118.211852,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,200,1,1,\N,\N,\N,1,69100,90621,81000,88000,88483,82300,84800,103462
117867,1255000,12550,Los Angeles Mission College,Sylmar,CA,91342-3200,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.lamission.edu/,https://misweb.cccco.edu/npc/743/npcalc.htm,1,1,34.314668,-118.4195,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7274,0.7958,1,1238,8570,\N,0.3169,27700,31253,28000,31400,34128,31800,37000,35767
117894,1034000,10340,Los Medanos College,Pittsburg,CA,94565,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://www.losmedanos.edu/,https://misweb.cccco.edu/npc/313/npcalc.htm,1,1,38.006474,-121.860967,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7528,0.6231,1,1312,8328,\N,0.4206,30300,34182,32900,34100,37094,39200,44000,40200
117946,1164900,11649,Loyola Marymount University,Los Angeles,CA,90045-2659,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.lmu.edu/,https://lmu.studentaidcalculator.com/survey.aspx,1,2,33.97085,-118.415744,0.5014,0.5014,610,690,600,700,550,650,650,650,600,27,31,28,34,25,30,8,9,29,31,28,9,1320,6564,0.0361,1,52977,52977,\N,0.6347,53000,56826,52300,62700,62924,60300,71600,68701
117955,1186600,11866,Lu Ross Academy,Ventura,CA,93001-2729,National Accrediting Commission of Career Arts and Sciences,www.lurossacademy.com/,www.lurossacademy.com/school/net-price-calculator/,1,3,34.278034,-119.293952,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,190,0.4105,1,\N,\N,18920,\N,\N,19780,\N,\N,21260,\N,\N,\N
118134,714201,7142,Lyle's College of Beauty,Bakersfield,CA,93301,National Accrediting Commission of Career Arts and Sciences,lylescolleges.com/,lylescolleges.com/,2,3,35.386539,-119.02387,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,92,0.6087,1,\N,\N,16475,\N,\N,\N,15000,\N,\N,20200,\N,\N
118143,714200,7142,Lyle's College of  Beauty,Fresno,CA,93710,National Accrediting Commission of Career Arts and Sciences,lylescolleges.com/,lylescolleges.com/,2,3,36.836265,-119.774167,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,87,0.7701,1,\N,\N,16475,\N,17700,17149,15000,19500,19344,20200,20000,18137
118161,1324000,13240,Lytles Redwood Empire Beauty College,Santa Rosa,CA,95403,National Accrediting Commission of Career Arts and Sciences,www.lytlesrebc.edu/,https://www.lytlesrebc.edu/college/consumer-student-information/,1,3,38.508385,-122.75777,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,79,0,1,\N,\N,19550,\N,26700,27885,18700,30400,29692,20100,29200,29354
118198,1291200,12912,MTI College,Sacramento,CA,95841-9817,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.mticollege.edu/,www.mticollege.edu/programs_npcalc/,1,3,38.661377,-121.342568,0.8023,0.8023,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,491,0,1,\N,\N,16050,0.2159,28000,34189,30200,32700,34973,41500,34700,35751
118347,117800,1178,College of Marin,Kentfield,CA,94904-2590,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.marin.edu/,www.marin.edu/financial_aid/NetPriceCalculator/npcalc.htm,1,1,37.954897,-122.549149,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,3394,0.7186,1,1494,9864,\N,0.4234,32600,32063,34100,37300,35271,39700,42800,43398
118541,1047400,10474,Marymount California University,Rancho Palos Verdes,CA,90275-6299,Western Association of Schools and Colleges Senior Colleges and University Commission,www.marymountcalifornia.edu/,www.marymountcalifornia.edu/admission/tuition-financial-aid/net-price-calculator/,3,2,33.734887,-118.333371,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,515,0.0214,1,36908,36908,\N,0.6923,34300,36115,30200,36600,42782,33200,42000,43291
118684,1167200,11672,Mendocino College,Ukiah,CA,95482,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.mendocino.edu/,misweb.cccco.edu/npc/141/npcalc.htm,1,1,39.188989,-123.228809,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2392,0.6735,1,1426,7996,\N,0.2607,27100,28252,25400,30900,31419,26900,31800,35334
118693,123600,1236,Menlo College,Atherton,CA,94027-4301,Western Association of Schools and Colleges Senior Colleges and University Commission,www.menlo.edu/,www.menlo.edu/netprice-calculator/,1,2,37.453475,-122.190797,0.6451,0.6451,\N,\N,\N,\N,450,525,\N,\N,488,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,825,0.0145,1,45860,45860,\N,0.1717,42500,54374,43300,46300,56517,57000,59700,59466
118718,123700,1237,Merced College,Merced,CA,95348-2806,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.mccd.edu/,https://misweb.cccco.edu/npc/531/npcalc.htm,1,1,37.3353,-120.476464,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,8944,0.5244,1,1180,6340,\N,0.3767,23900,27445,25300,28000,30370,29400,31100,33571
118772,126700,1267,Merritt College,Oakland,CA,94619-3196,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.merritt.edu/,https://misweb.cccco.edu/npc/344/npcalc.htm,1,1,37.789088,-122.167335,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4913,0.7857,1,1167,7527,\N,0.242,31000,34345,33200,37300,36525,38300,41500,39682
118888,123800,1238,Mills College,Oakland,CA,94613,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.mills.edu/,https://tcc.noellevitz.com/(S(4bgxyozk2ejy4wajqx3hoapx))/Mills College/Freshman-Students,1,2,37.781425,-122.182294,0.9114,0.9114,560,663,495,613,530,650,612,554,590,20,30,22,32,18,25,\N,\N,25,27,22,\N,1180,603,0.063,1,30770,30770,\N,0.4819,40200,47240,37400,46600,50155,46200,49500,58594
118912,123900,1239,MiraCosta College,Oceanside,CA,92056-3899,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.miracosta.edu/,https://misweb.cccco.edu/npc/051/npcalc.htm,2,1,33.190483,-117.302606,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,11825,0.6064,1,1152,8112,\N,0.2557,28400,33202,27500,31800,35939,30400,34300,36447
118930,2119100,21191,Mission College,Santa Clara,CA,95054-1897,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.missioncollege.edu/,https://misweb.cccco.edu/npc/492/npcalc.htm,1,1,37.391935,-121.980783,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,5510,0.7298,1,1200,6456,\N,0.5063,33900,39934,33300,37000,43007,39300,42700,44083
118958,720400,7204,Modern Beauty Academy,Oxnard,CA,93030,National Accrediting Commission of Career Arts and Sciences,www.modernbeautyacademy.org/,www.modernbeautyacademy.org/,1,3,34.195384,-119.181423,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,36,0.6944,1,\N,\N,17000,\N,19800,20250,18700,18100,22114,18600,23600,21706
118976,124000,1240,Modesto Junior College,Modesto,CA,95350-5800,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,https://www.mjc.edu/,https://misweb.cccco.edu/npc/592/npcalc.htm,1,1,37.651056,-121.009792,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,15172,0.6631,1,1270,7538,\N,0.4489,27200,30973,28700,31200,34081,31900,36100,35685
118994,2185800,21858,Moler Barber College,Oakland,CA,94609-2419,Accrediting Commission of Career Schools and Colleges,moler.org/,https://moler.org/docs/net-price-calculator/npcalc.htm,1,3,37.827075,-122.265352,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,288,0,1,\N,\N,19942,\N,\N,24294,\N,\N,\N,\N,\N,\N
119058,369110,3691,Middlebury Institute of International Studies at Monterey,Monterey,CA,93940,New England Commission on Higher Education,https://www.middlebury.edu/institute/,https://www.middlebury.edu/institute/admissions/financial-aid,2,2,36.599736,-121.897325,\N,0.2204,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1444,13,0,1,\N,\N,\N,0.8191,47900,47424,56300,61500,60883,76000,71900,65933
119067,124200,1242,Monterey Peninsula College,Monterey,CA,93940-4799,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.mpc.edu/,www.mpc.edu/financial-aid/getting-started/net-price-calculator,1,1,36.590558,-121.884931,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6106,0.6099,1,1178,8138,\N,0.3776,28700,31967,36000,35700,35315,38300,39500,38435
119137,711500,7115,Moorpark College,Moorpark,CA,93021-1695,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.moorparkcollege.edu/index.shtml,www.moorparkcollege.edu/services_for_students/financial_aid/index.shtml,1,1,34.301146,-118.834528,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12583,0.6258,1,1394,7398,\N,0.3682,35000,35402,35100,38500,39933,41200,47000,47132
119164,124500,1245,Mt San Antonio College,Walnut,CA,91789-1399,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.mtsac.edu/,www.mtsac.edu/financialaid/resources/npcalc.html,1,1,34.047764,-117.846629,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,26037,0.6249,1,1350,10590,\N,0.4284,30800,33878,31800,36900,37707,36700,41400,40973
119173,124300,1243,Mount Saint Mary's University,Los Angeles,CA,90049-1599,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.msmu.edu/,https://www.msmu.edu/academics/financial-aid/cost-calculator.aspx,2,2,34.085315,-118.482879,0.8933,0.8933,470,570,430,540,400,500,520,485,450,18,23,\N,\N,\N,\N,\N,\N,21,\N,\N,\N,1014,2026,0.2068,1,44474,44474,\N,0.3083,57700,57246,55900,59400,63619,57100,63500,68312
119216,124600,1246,Mt San Jacinto Community College District,San Jacinto,CA,92583-2399,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.msjc.edu/,www.msjc.edu/StudentServices/FinancialAid/Pages/default.aspx,1,1,33.806748,-116.971169,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,12507,0.5922,1,1406,11276,\N,0.1789,26000,28277,27900,30500,32145,30800,34800,34352
119270,2161800,21618,Musicians Institute,Hollywood,CA,90028,National Association of Schools of Music,www.mi.edu/,mi.edu/student-consumer-disclosure/net-price-calculator/,1,3,34.101265,-118.337582,0.6844,0.6844,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,683,0.369,1,24795,24795,\N,0.2994,26200,27547,30800,30800,27969,29500,36900,32387
119331,124700,1247,Napa Valley College,Napa,CA,94558-6236,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.napavalley.edu/,https://misweb.cccco.edu/npc/241/npcalc.htm,1,1,38.274081,-122.274381,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,4421,0.551,1,1150,7510,\N,0.3605,38800,38183,39000,44200,42479,39700,46500,44461
119553,2542300,25423,National Holistic Institute,Emeryville,CA,94608-2008,Accrediting Council for Continuing Education & Training,www.nhi.edu/,nhi.edu/how-to-become-a-massage-therapist/net-price-calculator,1,3,37.841898,-122.287672,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1071,0.0196,1,\N,\N,15820,\N,27300,26346,30000,29700,30318,33900,35200,33020
119605,1146000,11460,National University,La Jolla,CA,92037-1011,Western Association of Schools and Colleges Senior Colleges and University Commission,www.nu.edu/,www.nu.edu/npcalc/npcalc.htm,1,2,32.909894,-117.243026,0.8936,0.8936,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7864,0.5877,1,13320,13320,\N,0.0843,51900,53072,53800,55000,56926,55400,59000,62885
119678,131000,1310,Naval Postgraduate School,Monterey,CA,93943,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.nps.edu/,www.nps.edu,1,1,36.597159,-121.874248,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,0.8783,\N,\N,\N,\N,\N,\N,\N,\N
119775,3043900,30439,Newschool of Architecture and Design,San Diego,CA,92101,Western Association of Schools and Colleges Senior Colleges and University Commission,www.newschoolarch.edu/,newschoolarch.edu/admissions/tuition-and-fees/net-price-calculator/,1,3,32.71331,-117.153305,0.9625,0.9625,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,359,0.0975,1,29427,29427,\N,0.1649,39200,56799,\N,40400,56740,\N,55100,53574
119845,713000,7130,Newberry School of Beauty,Granada Hills,CA,91344-7401,\N,www.newberryschoolofbeauty.net/,www.newberryschoolofbeauty.net/index.php/financial-aid/,1,3,34.256683,-118.499693,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,89,0.4719,1,\N,\N,7300,\N,22700,22229,26900,27500,22841,28500,28200,26422
119951,718700,7187,North Adrian's College of Beauty Inc,Modesto,CA,95350-2381,National Accrediting Commission of Career Arts and Sciences,www.adrians.edu/,www.adrians.edu/,1,3,37.677778,-120.992753,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,215,0,1,\N,\N,15665,\N,17500,18263,19600,18800,22378,19900,21100,18133
120069,1287200,12872,North-West College-Pomona,Pomona,CA,91768,Accrediting Commission of Career Schools and Colleges,www.north-westcollege.edu/,nw.edu/ecamp/npc-nwc/npcalc.htm,4,3,34.062043,-117.751227,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,121,0,1,\N,\N,15945,\N,27500,30101,25300,32300,32311,22100,30900,31661
120078,1170700,11707,North-West College-West Covina,West Covina,CA,91790,Accrediting Commission of Career Schools and Colleges,www.north-westcollege.edu/,www.nu.edu/npcalc/npcalc.htm,2,3,34.072071,-117.949583,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,663,0,1,\N,\N,15945,0.3111,24600,28864,25700,29700,31181,26400,29100,32846
120087,2591600,25916,North-West College-Van Nuys,Van Nuys,CA,91411,Accrediting Commission of Career Schools and Colleges,www.north-westcollege.edu/,www.nu.edu/npcalc/npcalc.htm,1,3,34.189497,-118.450184,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,175,0,1,\N,\N,34006,\N,27400,28049,23400,27700,31046,26700,27000,30572
120166,\N,\N,San Francisco Bay University,Fremont,CA,94539,\N,https://www.sfbu.edu/,https://www.sfbu.edu/admissions/tuition,1,2,37.477991,-121.925953,0.4615,0.5714,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6,0.1667,1,8720,8720,\N,0.6667,\N,\N,\N,\N,\N,\N,\N,\N
120184,117900,1179,Notre Dame de Namur University,Belmont,CA,94002-1908,Western Association of Schools and Colleges Senior Colleges and University Commission,www.ndnu.edu/,https://www.ndnu.edu/financial-aid/,1,2,37.517111,-122.284794,\N,\N,\N,\N,\N,\N,410,510,\N,\N,460,\N,\N,\N,\N,\N,\N,6,8,\N,\N,\N,7,\N,211,0.3886,1,\N,\N,\N,0.3444,49000,55111,49200,53200,62857,55100,63900,65802
120254,124900,1249,Occidental College,Los Angeles,CA,90041-3392,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.oxy.edu/,https://apps.oxy.edu/finaidcalc/,1,2,34.127124,-118.210908,0.409,0.409,640,730,630,730,605,690,685,680,648,28,33,30,35,26,31,\N,\N,31,33,29,\N,1378,1835,0.024,1,56576,56576,\N,0.7425,40700,47008,40800,52800,58082,52700,59400,67388
120290,448100,4481,Ohlone College,Fremont,CA,94539-0390,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.ohlone.edu/,https://misweb.cccco.edu/npc/431/npcalc.htm,1,1,37.52773,-121.916339,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,7686,0.5781,1,1196,7052,\N,0.2918,38100,37998,39600,44900,44146,45300,47700,50995
120342,125000,1250,Orange Coast College,Costa Mesa,CA,92626,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.orangecoastcollege.edu/,misweb.cccco.edu/npc/833/npcalc.htm,1,1,33.66927,-117.909086,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,17201,0.6271,1,1188,7812,\N,0.3607,30600,34590,32700,37200,38694,38600,43900,44972
120403,125100,1251,Otis College of Art and Design,Los Angeles,CA,90045-3505,Western Association of Schools and Colleges Senior Colleges and University Commission,www.otis.edu/,www.otis.edu/otis-net-price-calculator,1,2,33.956607,-118.416615,0.8032,0.8032,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1030,0.0243,1,49680,49680,\N,0.1412,35100,44072,44400,45300,48981,48300,52400,54531
120421,1284200,12842,Oxnard College,Oxnard,CA,93033-6699,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,www.oxnardcollege.edu/,www.oxnardcollege.edu/departments/student_services/financial_aid/index.shtml,1,1,34.166104,-119.157604,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,6360,0.7137,1,1394,7398,\N,0.4404,25800,31571,28100,31000,31984,31400,34000,35512
120537,125200,1252,Hope International University,Fullerton,CA,92831-3199,Western Association of Schools and Colleges Senior Colleges and University Commission,www.hiu.edu/,www.hiu.edu/undergrad/finaid/,1,2,33.87616,-117.88573,0.3829,0.3829,460,560,470,540,410,510,510,505,460,18,24,18,22,16,23,\N,\N,21,20,20,\N,1029,657,0.1948,1,34450,34450,\N,0.1602,36600,36584,36800,40400,40467,39200,40700,41202
120661,793000,7930,Concorde Career College-San Diego,San Diego,CA,92113-1964,Accrediting Commission of Career Schools and Colleges,https://www.concorde.edu/campus/san-diego-california,https://enroll.myconcorde.edu/Npc,1,3,32.702814,-117.102845,0.9384,0.9384,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,733,0.0259,1,\N,\N,16896,0.6167,27300,34601,27400,28700,31404,27900,30600,33264
120698,2138300,21383,Palo Alto University,Palo Alto,CA,94304-1337,Western Association of Schools and Colleges Senior Colleges and University Commission,www.paloaltou.edu/,\N,1,2,37.382216,-122.187437,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,76,0.0789,1,\N,\N,\N,0.5521,\N,58325,\N,\N,64709,\N,\N,70027
120768,125500,1255,Pacific Oaks College,Pasadena,CA,91103,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.pacificoaks.edu/,https://www.pacificoaks.edu/admissions/cost-financial-aid/financial-aid-services/,1,2,34.153382,-118.151323,0.2667,0.2667,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,496,0.998,1,11692,11692,\N,0.0984,39500,38428,41500,38000,40905,40800,43100,46561
120795,125600,1256,Pacific School of Religion,Berkeley,CA,94709,Commission on Accrediting of the Association of Theological Schools,www.psr.edu/,www.psr.edu/admissions/tuition-and-fees,1,2,37.87669,-122.263155,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1,\N,\N,\N,0.6923,\N,\N,\N,\N,\N,\N,\N,\N
120838,3163300,31633,Pacific States University,Los Angeles,CA,90010-2263,Accrediting Commission of Career Schools and Colleges,www.psuca.edu/,www.psuca.edu/net-price-calculator/,1,2,34.061315,-118.298408,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,2,0,1,12960,12960,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
120865,125800,1258,Pacific Union College,Angwin,CA,94508-9707,Western Association of Schools and Colleges Senior Colleges and University Commission,https://www.puc.edu/,https://puc.studentaidcalculator.com/survey.aspx,1,2,38.570585,-122.440308,0.5917,0.5917,460,580,440,560,420,540,520,500,480,17,24,14,25,16,26,\N,\N,21,20,21,\N,1030,940,0.1191,1,32016,32016,\N,0.9351,48600,48131,49100,52300,56316,52200,61700,60605
